Rank,Name,Park,Location,Supplier,Year,Awarded,Type,Design,Status,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Duration,G-Force,Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop,Designer
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2011,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,4450,105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
23,Goliath,La Ronde,"Montréal, Quebec, Canada",B & M,2006,2011,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,4038,174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
24,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2011,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
25,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2011,Steel,Sit Down,Operating,4/27/2001,Arlington,Texas,United States,Giovanola,5312,245.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:30,,,,,,,,,,
27,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2011,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,3828,195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
33,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2011,Steel,Sit Down,Operating,5/21/2005,Jackson,New Jersey,United States,Intamin Amusement Rides,3118,456.0,128.0,0.0,"['Hydraulic Launch', 'Vertical Spiral', 'Top Hat - Outside', 'Vertical Spiral', 'Hill']",418.0,0:28,,90.0,,,,,,,,
38,Superman Krypton Coaster,Six Flags Fiesta Texas,"San Antonio, Texas",B & M,2000,2011,Steel,Sit Down,Operating,3/11/2000,San Antonio,Texas,United States,Bolliger & Mabillard,4025,168.0,70.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",,2:35,,,,,,,,,,
39,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2011,Steel,Flying,Operating,5/13/2006,Valencia,California,United States,Bolliger & Mabillard,3602,170.0,62.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Horseshoe', 'Pretzel Loop', 'In-Line Twist']",111.0,,,,,,,,,,,
40,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2011,Steel,Sit Down,Operating,2/11/2000,Valencia,California,United States,Giovanola,4500,235.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:00,,61.0,,,,,,,,
42,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2011,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,3600,116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
43,Space Mountain,Disneyland,"Anaheim, Calif.",WED Imagineering,1977,2011,Steel,Sit Down,Operating,5/27/1977,Anaheim,California,United States,,3459,,32.0,0.0,,,,,,,,,,,,,
44,Sky Rocket,Kennywood,"West Mifflin, Pa.",Premier Rides,2010,2011,Steel,Sit Down,Operating,6/29/2010,West Mifflin,Pennsylvania,United States,Premier Rides,2100,95.0,50.0,3.0,"['LSM Launch', 'Top Hat - Outside', 'Cutback', 'Zero-G Roll', 'Corkscrew']",,1:05,,90.0,,,,,,,,
45,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2011,Steel,Flying,Operating,5/22/2009,Orlando,Florida,United States,Bolliger & Mabillard,3359,140.0,56.0,4.0,"['Chain Lift Hill', 'Pretzel Loop', 'In-Line Twist', 'Corkscrew', 'In-Line Twist']",113.0,2:35,,,,,,,,,,
49,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2011,Steel,Sit Down,Operating,4/18/1987,Gothenburg,Västra Götaland,Sweden,Zierer,4397,147.7,49.7,0.0,,,,3.0,36.0,,,,,,,,
50,Mamba,Worlds of Fun,"Kansas City, Mo.",Morgan,1998,2011,Steel,Sit Down,Operating,4/18/1998,Kansas City,Missouri,United States,"D.H. Morgan Manufacturing, Inc.",5600,205.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Helix']",205.0,3:00,3.5,,,,,,,,,
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2010,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,6595,310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2010,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,5394,230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
5,Goliath,Six Flags Over Georgia,"Atlanta, Ga.",B & M,2006,2010,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,4480,200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
6,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2010,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,4002,173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
7,Diamondback,Kings Island,"Kings Mills, Ohio",B & M,2009,2010,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,5282,230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
11,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2010,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,5100,305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
15,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2010,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,3610,175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
16,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2010,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
17,Sky Rocket,Kennywood,"West Mifflin, Pa.",Premier Rides,2010,2010,Steel,Sit Down,Operating,6/29/2010,West Mifflin,Pennsylvania,United States,Premier Rides,2100,95.0,50.0,3.0,"['LSM Launch', 'Top Hat - Outside', 'Cutback', 'Zero-G Roll', 'Corkscrew']",,1:05,,90.0,,,,,,,,
19,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2010,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,3108,205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
21,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2010,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,5316,232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2010,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,4450,105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
23,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2010,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,3828,195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
24,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2010,Steel,Inverted,Operating,5/7/1994,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,2:16,,45.0,,,,,,,,
27,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2010,Steel,Sit Down,Operating,5/21/2005,Jackson,New Jersey,United States,Intamin Amusement Rides,3118,456.0,128.0,0.0,"['Hydraulic Launch', 'Vertical Spiral', 'Top Hat - Outside', 'Vertical Spiral', 'Hill']",418.0,0:28,,90.0,,,,,,,,
29,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2010,Steel,Sit Down,Operating,2/11/2000,Valencia,California,United States,Giovanola,4500,235.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:00,,61.0,,,,,,,,
30,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2010,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,4038,174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
33,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2010,Steel,Flying,Operating,5/22/2009,Orlando,Florida,United States,Bolliger & Mabillard,3359,140.0,56.0,4.0,"['Chain Lift Hill', 'Pretzel Loop', 'In-Line Twist', 'Corkscrew', 'In-Line Twist']",113.0,2:35,,,,,,,,,,
37,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2010,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,3600,116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
38,Mamba,Worlds of Fun,"Kansas City, Mo.",Morgan,1998,2010,Steel,Sit Down,Operating,4/18/1998,Kansas City,Missouri,United States,"D.H. Morgan Manufacturing, Inc.",5600,205.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Helix']",205.0,3:00,3.5,,,,,,,,,
39,Storm Runner,Hersheypark,"Hershey, Pa.",Intamin,2004,2010,Steel,Sit Down,Operating,5/8/2004,Hershey,Pennsylvania,United States,Intamin Amusement Rides,2600,150.0,75.0,3.0,"['Hydraulic Launch', 'Top Hat - Outside', 'Cobra Loop', 'Heartline Roll', 'Flying Snake Dive']",180.0,0:50,,90.0,,,,,,,,
40,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2010,Steel,Flying,Operating,5/13/2006,Valencia,California,United States,Bolliger & Mabillard,3602,170.0,62.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Horseshoe', 'Pretzel Loop', 'In-Line Twist']",111.0,,,,,,,,,,,
42,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2010,Steel,Sit Down,Operating,4/27/2001,Arlington,Texas,United States,Giovanola,5312,245.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:30,,,,,,,,,,
46,Space Mountain,Disneyland,"Anaheim, Calif.",WED Imagineering,1977,2010,Steel,Sit Down,Operating,5/27/1977,Anaheim,California,United States,,3459,,32.0,0.0,,,,,,,,,,,,,
47,Steel Eel,SeaWorld San Antonio,"San Antonio, Texas",Morgan,1999,2010,Steel,Sit Down,Operating,3/6/1999,San Antonio,Texas,United States,"D.H. Morgan Manufacturing, Inc.",3700,150.0,65.0,0.0,['Chain Lift Hill'],150.0,1:40,3.5,60.0,,,,,,,,
50,Katun,Mirabilandia,"Savio, Italy",B & M,2000,2010,Steel,Inverted,Operating,4/1/2000,Savio,Emilia-Romagna,Italy,Bolliger & Mabillard,3937,164.0,64.6,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",147.6,2:22,4.0,,,,,,,,,
